node,prompt,classname,level,classidx,isleaf
n02395406,a photo of a pig.,pig,4,341,1
n02396427,a photo of a wild boar.,wild boar,4,342,1
n02397096,a photo of a warthog.,warthog,4,343,1
n02398521,a photo of a hippopotamus.,hippopotamus,4,344,1
n02403003,a photo of a ox.,ox,4,345,1
n02408429,a photo of a water buffalo.,water buffalo,4,346,1
n02410509,a photo of a bison.,bison,4,347,1
n02412080,a photo of a ram (adult male sheep).,ram (adult male sheep),4,348,1
n02415577,a photo of a bighorn sheep.,bighorn sheep,4,349,1
n02417914,a photo of a Alpine ibex.,Alpine ibex,4,350,1
n02422106,a photo of a hartebeest.,hartebeest,4,351,1
n02422699,a photo of a impala (antelope).,impala (antelope),4,352,1
n02423022,a photo of a gazelle.,gazelle,4,353,1
n02437312,a photo of a arabian camel.,arabian camel,4,354,1
n02437616,a photo of a llama.,llama,4,355,1
n02441942,a photo of a weasel.,weasel,4,356,1
n02442845,a photo of a mink.,mink,4,357,1
n02443114,a photo of a European polecat.,European polecat,4,358,1
n02443484,a photo of a black-footed ferret.,black-footed ferret,4,359,1
n02444819,a photo of a otter.,otter,4,360,1
n02445715,a photo of a skunk.,skunk,4,361,1
n02447366,a photo of a badger.,badger,4,362,1
n02454379,a photo of a armadillo.,armadillo,4,363,1
n02457408,a photo of a three-toed sloth.,three-toed sloth,4,364,1
n02480495,a photo of a orangutan.,orangutan,4,365,1
n02480855,a photo of a gorilla.,gorilla,4,366,1
n02481823,a photo of a chimpanzee.,chimpanzee,4,367,1
n02483362,a photo of a gibbon.,gibbon,4,368,1
n02483708,a photo of a siamang.,siamang,4,369,1
n02484975,a photo of a guenon.,guenon,4,370,1
n02486261,a photo of a patas monkey.,patas monkey,4,371,1
n02486410,a photo of a baboon.,baboon,4,372,1
n02487347,a photo of a macaque.,macaque,4,373,1
n02488291,a photo of a langur.,langur,4,374,1
n02488702,a photo of a black-and-white colobus.,black-and-white colobus,4,375,1
n02489166,a photo of a proboscis monkey.,proboscis monkey,4,376,1
n02490219,a photo of a marmoset.,marmoset,4,377,1
n02492035,a photo of a white-headed capuchin.,white-headed capuchin,4,378,1
n02492660,a photo of a howler monkey.,howler monkey,4,379,1
n02493509,a photo of a titi monkey.,titi monkey,4,380,1
n02493793,a photo of a Geoffroy's spider monkey.,Geoffroy's spider monkey,4,381,1
n02494079,a photo of a common squirrel monkey.,common squirrel monkey,4,382,1
n02497673,a photo of a ring-tailed lemur.,ring-tailed lemur,4,383,1
n02500267,a photo of a indri.,indri,4,384,1
n02504013,a photo of a Asian elephant.,Asian elephant,4,385,1
n02504458,a photo of a African bush elephant.,African bush elephant,4,386,1
n02509815,a photo of a red panda.,red panda,4,387,1
n02510455,a photo of a giant panda.,giant panda,4,388,1
n02514041,a photo of a snoek fish.,snoek fish,4,389,1
n02526121,a photo of a eel.,eel,4,390,1
n02536864,a photo of a silver salmon.,silver salmon,4,391,1
n02606052,a photo of a rock beauty fish.,rock beauty fish,4,392,1
n02607072,a photo of a clownfish.,clownfish,4,393,1
n02640242,a photo of a sturgeon.,sturgeon,4,394,1
n02641379,a photo of a gar fish.,gar fish,4,395,1
n02643566,a photo of a lionfish.,lionfish,4,396,1
n02655020,a photo of a pufferfish.,pufferfish,4,397,1
n02666196,a photo of a abacus.,abacus,4,398,1
n02667093,a photo of a abaya.,abaya,4,399,1
n02669723,a photo of a academic gown.,academic gown,4,400,1
n02672831,a photo of a accordion.,accordion,4,401,1
n02676566,a photo of a acoustic guitar.,acoustic guitar,4,402,1
n02687172,a photo of a aircraft carrier.,aircraft carrier,4,403,1
n02690373,a photo of a airliner.,airliner,4,404,1
n02692877,a photo of a airship.,airship,4,405,1
n02699494,a photo of a altar.,altar,4,406,1
n02701002,a photo of a ambulance.,ambulance,4,407,1
n02704792,a photo of a amphibious vehicle.,amphibious vehicle,4,408,1
n02708093,a photo of a analog clock.,analog clock,4,409,1
n02727426,a photo of a apiary.,apiary,4,410,1
n02730930,a photo of a apron.,apron,4,411,1
n02747177,a photo of a trash can.,trash can,4,412,1
n02749479,a photo of a assault rifle.,assault rifle,4,413,1
n02769748,a photo of a backpack.,backpack,4,414,1
n02776631,a photo of a bakery.,bakery,4,415,1
n02777292,a photo of a balance beam.,balance beam,4,416,1
n02782093,a photo of a balloon.,balloon,4,417,1
n02783161,a photo of a ballpoint pen.,ballpoint pen,4,418,1
n02786058,a photo of a Band-Aid.,Band-Aid,4,419,1
n02787622,a photo of a banjo.,banjo,4,420,1
n02788148,a photo of a baluster / handrail.,baluster / handrail,4,421,1
n02790996,a photo of a barbell.,barbell,4,422,1
n02791124,a photo of a barber chair.,barber chair,4,423,1
n02791270,a photo of a barbershop.,barbershop,4,424,1
n02793495,a photo of a barn.,barn,4,425,1
n02794156,a photo of a barometer.,barometer,4,426,1
n02795169,a photo of a barrel.,barrel,4,427,1
n02797295,a photo of a wheelbarrow.,wheelbarrow,4,428,1
n02799071,a photo of a baseball.,baseball,4,429,1
n02802426,a photo of a basketball.,basketball,4,430,1
n02804414,a photo of a bassinet.,bassinet,4,431,1
n02804610,a photo of a bassoon.,bassoon,4,432,1
n02807133,a photo of a swimming cap.,swimming cap,4,433,1
n02808304,a photo of a bath towel.,bath towel,4,434,1
n02808440,a photo of a bathtub.,bathtub,4,435,1
n02814533,a photo of a station wagon.,station wagon,4,436,1
n02814860,a photo of a lighthouse.,lighthouse,4,437,1
n02815834,a photo of a beaker.,beaker,4,438,1
n02817516,a photo of a military hat (bearskin or shako).,military hat (bearskin or shako),4,439,1
n02823428,a photo of a beer bottle.,beer bottle,4,440,1
n02823750,a photo of a beer glass.,beer glass,4,441,1
n02825657,a photo of a bell tower.,bell tower,4,442,1
n02834397,a photo of a baby bib.,baby bib,4,443,1
n02835271,a photo of a tandem bicycle.,tandem bicycle,4,444,1
n02837789,a photo of a bikini.,bikini,4,445,1
n02840245,a photo of a ring binder.,ring binder,4,446,1
n02841315,a photo of a binoculars.,binoculars,4,447,1
n02843684,a photo of a birdhouse.,birdhouse,4,448,1
n02859443,a photo of a boathouse.,boathouse,4,449,1
n02860847,a photo of a bobsleigh.,bobsleigh,4,450,1
n02865351,a photo of a bolo tie.,bolo tie,4,451,1
n02869837,a photo of a poke bonnet.,poke bonnet,4,452,1
n02870880,a photo of a bookcase.,bookcase,4,453,1
n02871525,a photo of a bookstore.,bookstore,4,454,1
n02877765,a photo of a bottle cap.,bottle cap,4,455,1
n02879718,a photo of a hunting bow.,hunting bow,4,456,1
n02883205,a photo of a bow tie.,bow tie,4,457,1
n02892201,a photo of a brass memorial plaque.,brass memorial plaque,4,458,1
n02892767,a photo of a bra.,bra,4,459,1
n02894605,a photo of a breakwater.,breakwater,4,460,1
n02895154,a photo of a breastplate.,breastplate,4,461,1
n02906734,a photo of a broom.,broom,4,462,1
n02909870,a photo of a bucket.,bucket,4,463,1
n02910353,a photo of a buckle.,buckle,4,464,1
n02916936,a photo of a bulletproof vest.,bulletproof vest,4,465,1
n02917067,a photo of a high-speed train.,high-speed train,4,466,1
n02927161,a photo of a butcher shop.,butcher shop,4,467,1
n02930766,a photo of a taxicab.,taxicab,4,468,1
n02939185,a photo of a cauldron.,cauldron,4,469,1
n02948072,a photo of a candle.,candle,4,470,1
n02950826,a photo of a cannon.,cannon,4,471,1
n02951358,a photo of a canoe.,canoe,4,472,1
n02951585,a photo of a can opener.,can opener,4,473,1
n02963159,a photo of a cardigan.,cardigan,4,474,1
n02965783,a photo of a car mirror.,car mirror,4,475,1
n02966193,a photo of a carousel.,carousel,4,476,1
n02966687,a photo of a tool kit.,tool kit,4,477,1
n02971356,a photo of a cardboard box / carton.,cardboard box / carton,4,478,1
n02974003,a photo of a car wheel.,car wheel,4,479,1
n02977058,a photo of a automated teller machine.,automated teller machine,4,480,1
n02978881,a photo of a cassette.,cassette,4,481,1
n02979186,a photo of a cassette player.,cassette player,4,482,1
n02980441,a photo of a castle.,castle,4,483,1
n02981792,a photo of a catamaran.,catamaran,4,484,1
n02988304,a photo of a CD player.,CD player,4,485,1
n02992211,a photo of a cello.,cello,4,486,1
n02992529,a photo of a mobile phone.,mobile phone,4,487,1
n02999410,a photo of a chain.,chain,4,488,1
n03000134,a photo of a chain-link fence.,chain-link fence,4,489,1
n03000247,a photo of a chain mail.,chain mail,4,490,1
n03000684,a photo of a chainsaw.,chainsaw,4,491,1
n03014705,a photo of a storage chest.,storage chest,4,492,1
n03016953,a photo of a chiffonier.,chiffonier,4,493,1
n03017168,a photo of a bell or wind chime.,bell or wind chime,4,494,1
n03018349,a photo of a china cabinet.,china cabinet,4,495,1
n03026506,a photo of a Christmas stocking.,Christmas stocking,4,496,1
n03028079,a photo of a church.,church,4,497,1
n03032252,a photo of a movie theater.,movie theater,4,498,1
n03041632,a photo of a cleaver.,cleaver,4,499,1
n03042490,a photo of a cliff dwelling.,cliff dwelling,4,500,1
n03045698,a photo of a cloak.,cloak,4,501,1
n03047690,a photo of a clogs.,clogs,4,502,1
n03062245,a photo of a cocktail shaker.,cocktail shaker,4,503,1
n03063599,a photo of a coffee mug.,coffee mug,4,504,1
n03063689,a photo of a coffeemaker.,coffeemaker,4,505,1
n03065424,a photo of a spiral or coil.,spiral or coil,4,506,1
n03075370,a photo of a combination lock.,combination lock,4,507,1
n03085013,a photo of a computer keyboard.,computer keyboard,4,508,1
n03089624,a photo of a candy store.,candy store,4,509,1
n03095699,a photo of a container ship.,container ship,4,510,1
n03100240,a photo of a convertible.,convertible,4,511,1
n03109150,a photo of a corkscrew.,corkscrew,4,512,1
n03110669,a photo of a cornet.,cornet,4,513,1
n03124043,a photo of a cowboy boot.,cowboy boot,4,514,1
n03124170,a photo of a cowboy hat.,cowboy hat,4,515,1
n03125729,a photo of a cradle.,cradle,4,516,1
n03126707,a photo of a construction crane.,construction crane,4,517,1
n03127747,a photo of a crash helmet.,crash helmet,4,518,1
n03127925,a photo of a crate.,crate,4,519,1
n03131574,a photo of a infant bed.,infant bed,4,520,1
n03133878,a photo of a Crock Pot.,Crock Pot,4,521,1
n03134739,a photo of a croquet ball.,croquet ball,4,522,1
n03141823,a photo of a crutch.,crutch,4,523,1
n03146219,a photo of a cuirass.,cuirass,4,524,1
n03160309,a photo of a dam.,dam,4,525,1
n03179701,a photo of a desk.,desk,4,526,1
n03180011,a photo of a desktop computer.,desktop computer,4,527,1
n03187595,a photo of a rotary dial telephone.,rotary dial telephone,4,528,1
n03188531,a photo of a diaper.,diaper,4,529,1
n03196217,a photo of a digital clock.,digital clock,4,530,1
n03197337,a photo of a digital watch.,digital watch,4,531,1
n03201208,a photo of a dining table.,dining table,4,532,1
n03207743,a photo of a dishcloth.,dishcloth,4,533,1
n03207941,a photo of a dishwasher.,dishwasher,4,534,1
n03208938,a photo of a disc brake.,disc brake,4,535,1
n03216828,a photo of a dock.,dock,4,536,1
n03218198,a photo of a dog sled.,dog sled,4,537,1
n03220513,a photo of a dome.,dome,4,538,1
n03223299,a photo of a doormat.,doormat,4,539,1
n03240683,a photo of a drilling rig.,drilling rig,4,540,1
n03249569,a photo of a drum.,drum,4,541,1
n03250847,a photo of a drumstick.,drumstick,4,542,1
n03255030,a photo of a dumbbell.,dumbbell,4,543,1
n03259280,a photo of a Dutch oven.,Dutch oven,4,544,1
n03271574,a photo of a electric fan.,electric fan,4,545,1
n03272010,a photo of a electric guitar.,electric guitar,4,546,1
n03272562,a photo of a electric locomotive.,electric locomotive,4,547,1
n03290653,a photo of a entertainment center.,entertainment center,4,548,1
n03291819,a photo of a envelope.,envelope,4,549,1
n03297495,a photo of a espresso machine.,espresso machine,4,550,1
n03314780,a photo of a face powder.,face powder,4,551,1
n03325584,a photo of a feather boa.,feather boa,4,552,1
n03337140,a photo of a filing cabinet.,filing cabinet,4,553,1
n03344393,a photo of a fireboat.,fireboat,4,554,1
n03345487,a photo of a fire truck.,fire truck,4,555,1
n03347037,a photo of a fire screen.,fire screen,4,556,1
n03355925,a photo of a flagpole.,flagpole,4,557,1
n03372029,a photo of a flute.,flute,4,558,1
n03376595,a photo of a folding chair.,folding chair,4,559,1
n03379051,a photo of a football helmet.,football helmet,4,560,1
n03384352,a photo of a forklift.,forklift,4,561,1
n03388043,a photo of a fountain.,fountain,4,562,1
n03388183,a photo of a fountain pen.,fountain pen,4,563,1
n03388549,a photo of a four-poster bed.,four-poster bed,4,564,1
n03393912,a photo of a freight car.,freight car,4,565,1
n03394916,a photo of a French horn.,French horn,4,566,1
n03400231,a photo of a frying pan.,frying pan,4,567,1
n03404251,a photo of a fur coat.,fur coat,4,568,1
n03417042,a photo of a garbage truck.,garbage truck,4,569,1
n03424325,a photo of a gas mask or respirator.,gas mask or respirator,4,570,1
n03425413,a photo of a gas pump.,gas pump,4,571,1
n03443371,a photo of a goblet.,goblet,4,572,1
n03444034,a photo of a go-kart.,go-kart,4,573,1
n03445777,a photo of a golf ball.,golf ball,4,574,1
n03445924,a photo of a golf cart.,golf cart,4,575,1
n03447447,a photo of a gondola.,gondola,4,576,1
n03447721,a photo of a gong.,gong,4,577,1
n03450230,a photo of a gown.,gown,4,578,1
n03452741,a photo of a grand piano.,grand piano,4,579,1
n03457902,a photo of a greenhouse.,greenhouse,4,580,1
n03459775,a photo of a radiator grille.,radiator grille,4,581,1
n03461385,a photo of a grocery store.,grocery store,4,582,1
n03467068,a photo of a guillotine.,guillotine,4,583,1
n03476684,a photo of a hair clip.,hair clip,4,584,1
n03476991,a photo of a hair spray.,hair spray,4,585,1
n03478589,a photo of a half-track.,half-track,4,586,1
n03481172,a photo of a hammer.,hammer,4,587,1
n03482405,a photo of a hamper.,hamper,4,588,1
n03483316,a photo of a hair dryer.,hair dryer,4,589,1
n03485407,a photo of a hand-held computer.,hand-held computer,4,590,1
n03485794,a photo of a handkerchief.,handkerchief,4,591,1
n03492542,a photo of a hard disk drive.,hard disk drive,4,592,1
n03494278,a photo of a harmonica.,harmonica,4,593,1
n03495258,a photo of a harp.,harp,4,594,1
n03496892,a photo of a combine harvester.,combine harvester,4,595,1
n03498962,a photo of a hatchet.,hatchet,4,596,1
n03527444,a photo of a holster.,holster,4,597,1
n03529860,a photo of a home theater.,home theater,4,598,1
n03530642,a photo of a honeycomb.,honeycomb,4,599,1
n03532672,a photo of a hook.,hook,4,600,1
n03534580,a photo of a hoop skirt.,hoop skirt,4,601,1
n03535780,a photo of a gymnastic horizontal bar.,gymnastic horizontal bar,4,602,1
n03538406,a photo of a horse-drawn vehicle.,horse-drawn vehicle,4,603,1
n03544143,a photo of a hourglass.,hourglass,4,604,1
n03584254,a photo of a iPod.,iPod,4,605,1
n03584829,a photo of a clothes iron.,clothes iron,4,606,1
n03590841,a photo of a carved pumpkin.,carved pumpkin,4,607,1
n03594734,a photo of a jeans.,jeans,4,608,1
n03594945,a photo of a jeep.,jeep,4,609,1
n03595614,a photo of a T-shirt.,T-shirt,4,610,1
n03598930,a photo of a jigsaw puzzle.,jigsaw puzzle,4,611,1
n03599486,a photo of a rickshaw.,rickshaw,4,612,1
n03602883,a photo of a joystick.,joystick,4,613,1
n03617480,a photo of a kimono.,kimono,4,614,1
n03623198,a photo of a knee pad.,knee pad,4,615,1
n03627232,a photo of a knot.,knot,4,616,1
n03630383,a photo of a lab coat.,lab coat,4,617,1
n03633091,a photo of a ladle.,ladle,4,618,1
n03637318,a photo of a lampshade.,lampshade,4,619,1
n03642806,a photo of a laptop computer.,laptop computer,4,620,1
n03649909,a photo of a lawn mower.,lawn mower,4,621,1
n03657121,a photo of a lens cap.,lens cap,4,622,1
n03658185,a photo of a letter opener.,letter opener,4,623,1
n03661043,a photo of a library.,library,4,624,1
n03662601,a photo of a lifeboat.,lifeboat,4,625,1
n03666591,a photo of a lighter.,lighter,4,626,1
n03670208,a photo of a limousine.,limousine,4,627,1
n03673027,a photo of a ocean liner.,ocean liner,4,628,1
n03676483,a photo of a lipstick.,lipstick,4,629,1
n03680355,a photo of a slip-on shoe.,slip-on shoe,4,630,1
n03690938,a photo of a lotion.,lotion,4,631,1
n03691459,a photo of a music speaker.,music speaker,4,632,1
n03692522,a photo of a loupe magnifying glass.,loupe magnifying glass,4,633,1
n03697007,a photo of a sawmill.,sawmill,4,634,1
n03706229,a photo of a magnetic compass.,magnetic compass,4,635,1
n03709823,a photo of a messenger bag.,messenger bag,4,636,1
n03710193,a photo of a mailbox.,mailbox,4,637,1
n03710637,a photo of a tights.,tights,4,638,1
n03710721,a photo of a one-piece bathing suit.,one-piece bathing suit,4,639,1
n03717622,a photo of a manhole cover.,manhole cover,4,640,1
n03720891,a photo of a maraca.,maraca,4,641,1
n03721384,a photo of a marimba.,marimba,4,642,1
n03724870,a photo of a mask.,mask,4,643,1
n03729826,a photo of a matchstick.,matchstick,4,644,1
n03733131,a photo of a maypole.,maypole,4,645,1
n03733281,a photo of a maze.,maze,4,646,1
n03733805,a photo of a measuring cup.,measuring cup,4,647,1
n03742115,a photo of a medicine cabinet.,medicine cabinet,4,648,1
n03743016,a photo of a megalith.,megalith,4,649,1
n03759954,a photo of a microphone.,microphone,4,650,1
n03761084,a photo of a microwave oven.,microwave oven,4,651,1
n03763968,a photo of a military uniform.,military uniform,4,652,1
n03764736,a photo of a milk can.,milk can,4,653,1
n03769881,a photo of a minibus.,minibus,4,654,1
n03770439,a photo of a miniskirt.,miniskirt,4,655,1
n03770679,a photo of a minivan.,minivan,4,656,1
n03773504,a photo of a missile.,missile,4,657,1
n03775071,a photo of a mitten.,mitten,4,658,1
n03775546,a photo of a mixing bowl.,mixing bowl,4,659,1
n03776460,a photo of a mobile home.,mobile home,4,660,1
n03777568,a photo of a ford model t.,ford model t,4,661,1
n03777754,a photo of a modem.,modem,4,662,1
n03781244,a photo of a monastery.,monastery,4,663,1
n03782006,a photo of a monitor.,monitor,4,664,1
n03785016,a photo of a moped.,moped,4,665,1
n03786901,a photo of a mortar and pestle.,mortar and pestle,4,666,1
n03787032,a photo of a graduation cap.,graduation cap,4,667,1
n03788195,a photo of a mosque.,mosque,4,668,1
n03788365,a photo of a mosquito net.,mosquito net,4,669,1
n03791053,a photo of a vespa.,vespa,4,670,1
n03792782,a photo of a mountain bike.,mountain bike,4,671,1
n03792972,a photo of a tent.,tent,4,672,1
n03793489,a photo of a computer mouse.,computer mouse,4,673,1
n03794056,a photo of a mousetrap.,mousetrap,4,674,1
n03796401,a photo of a moving van.,moving van,4,675,1
n03803284,a photo of a muzzle.,muzzle,4,676,1
n03804744,a photo of a metal nail.,metal nail,4,677,1
n03814639,a photo of a neck brace.,neck brace,4,678,1
n03814906,a photo of a necklace.,necklace,4,679,1
n03825788,a photo of a baby pacifier.,baby pacifier,4,680,1
n03832673,a photo of a notebook computer.,notebook computer,4,681,1
n03837869,a photo of a obelisk.,obelisk,4,682,1
n03838899,a photo of a oboe.,oboe,4,683,1
n03840681,a photo of a ocarina.,ocarina,4,684,1
n03841143,a photo of a odometer.,odometer,4,685,1
n03843555,a photo of a oil filter.,oil filter,4,686,1
n03854065,a photo of a pipe organ.,pipe organ,4,687,1
n03857828,a photo of a oscilloscope.,oscilloscope,4,688,1
n03866082,a photo of a overskirt.,overskirt,4,689,1
n03868242,a photo of a bullock cart.,bullock cart,4,690,1
n03868863,a photo of a oxygen mask.,oxygen mask,4,691,1
n03871628,a photo of a product packet / packaging.,product packet / packaging,4,692,1
n03873416,a photo of a paddle.,paddle,4,693,1
n03874293,a photo of a paddle wheel.,paddle wheel,4,694,1
n03874599,a photo of a padlock.,padlock,4,695,1
n03876231,a photo of a paintbrush.,paintbrush,4,696,1
n03877472,a photo of a pajamas.,pajamas,4,697,1
n03877845,a photo of a palace.,palace,4,698,1
n03884397,a photo of a pan flute.,pan flute,4,699,1
n03887697,a photo of a paper towel.,paper towel,4,700,1
n03888257,a photo of a parachute.,parachute,4,701,1
n03888605,a photo of a parallel bars.,parallel bars,4,702,1
n03891251,a photo of a park bench.,park bench,4,703,1
n03891332,a photo of a parking meter.,parking meter,4,704,1
n03895866,a photo of a railroad car.,railroad car,4,705,1
n03899768,a photo of a patio.,patio,4,706,1
n03902125,a photo of a payphone.,payphone,4,707,1
n03903868,a photo of a pedestal.,pedestal,4,708,1
n03908618,a photo of a pencil case.,pencil case,4,709,1
n03908714,a photo of a pencil sharpener.,pencil sharpener,4,710,1
n03916031,a photo of a perfume.,perfume,4,711,1
n03920288,a photo of a Petri dish.,Petri dish,4,712,1
n03924679,a photo of a photocopier.,photocopier,4,713,1
n03929660,a photo of a plectrum.,plectrum,4,714,1
n03929855,a photo of a Pickelhaube.,Pickelhaube,4,715,1
n03930313,a photo of a picket fence.,picket fence,4,716,1
n03930630,a photo of a pickup truck.,pickup truck,4,717,1
n03933933,a photo of a pier.,pier,4,718,1
n03935335,a photo of a piggy bank.,piggy bank,4,719,1
n03937543,a photo of a pill bottle.,pill bottle,4,720,1
n03938244,a photo of a pillow.,pillow,4,721,1
n03942813,a photo of a ping-pong ball.,ping-pong ball,4,722,1
n03944341,a photo of a pinwheel.,pinwheel,4,723,1
n03947888,a photo of a pirate ship.,pirate ship,4,724,1
n03950228,a photo of a drink pitcher.,drink pitcher,4,725,1
n03954731,a photo of a block plane.,block plane,4,726,1
n03956157,a photo of a planetarium.,planetarium,4,727,1
n03958227,a photo of a plastic bag.,plastic bag,4,728,1
n03961711,a photo of a plate rack.,plate rack,4,729,1
n03967562,a photo of a farm plow.,farm plow,4,730,1
n03970156,a photo of a plunger.,plunger,4,731,1
n03976467,a photo of a Polaroid camera.,Polaroid camera,4,732,1
n03976657,a photo of a pole.,pole,4,733,1
n03977966,a photo of a police van.,police van,4,734,1
n03980874,a photo of a poncho.,poncho,4,735,1
n03982430,a photo of a pool table.,pool table,4,736,1
n03983396,a photo of a soda bottle.,soda bottle,4,737,1
n03991062,a photo of a plant pot.,plant pot,4,738,1
n03992509,a photo of a potter's wheel.,potter's wheel,4,739,1
n03995372,a photo of a power drill.,power drill,4,740,1
n03998194,a photo of a prayer rug.,prayer rug,4,741,1
n04004767,a photo of a printer.,printer,4,742,1
n04005630,a photo of a prison.,prison,4,743,1
n04008634,a photo of a missile.,missile,4,744,1
n04009552,a photo of a projector.,projector,4,745,1
n04019541,a photo of a hockey puck.,hockey puck,4,746,1
n04023962,a photo of a punching bag.,punching bag,4,747,1
n04026417,a photo of a purse.,purse,4,748,1
n04033901,a photo of a quill.,quill,4,749,1
n04033995,a photo of a quilt.,quilt,4,750,1
n04037443,a photo of a race car.,race car,4,751,1
n04039381,a photo of a racket.,racket,4,752,1
n04040759,a photo of a radiator.,radiator,4,753,1
n04041544,a photo of a radio.,radio,4,754,1
n04044716,a photo of a radio telescope.,radio telescope,4,755,1
n04049303,a photo of a rain barrel.,rain barrel,4,756,1
dummy90,a photo of a recreational vehicle.,recreational vehicle,4,757,1
n04067472,a photo of a fishing casting reel.,fishing casting reel,4,758,1
n04069434,a photo of a reflex camera.,reflex camera,4,759,1
n04070727,a photo of a refrigerator.,refrigerator,4,760,1
n04074963,a photo of a remote control.,remote control,4,761,1
n04081281,a photo of a restaurant.,restaurant,4,762,1
n04086273,a photo of a revolver.,revolver,4,763,1
n04090263,a photo of a rifle.,rifle,4,764,1
n04099969,a photo of a rocking chair.,rocking chair,4,765,1
n04111531,a photo of a rotisserie.,rotisserie,4,766,1
n04116512,a photo of a eraser.,eraser,4,767,1
n04118538,a photo of a rugby ball.,rugby ball,4,768,1
n04118776,a photo of a ruler measuring stick.,ruler measuring stick,4,769,1
n04120489,a photo of a sneaker.,sneaker,4,770,1
n04125021,a photo of a safe.,safe,4,771,1
n04127249,a photo of a safety pin.,safety pin,4,772,1
n04131690,a photo of a salt shaker.,salt shaker,4,773,1
n04133789,a photo of a sandal.,sandal,4,774,1
n04136333,a photo of a sarong.,sarong,4,775,1
n04141076,a photo of a saxophone.,saxophone,4,776,1
n04141327,a photo of a scabbard.,scabbard,4,777,1
n04141975,a photo of a weighing scale.,weighing scale,4,778,1
n04146614,a photo of a school bus.,school bus,4,779,1
n04147183,a photo of a schooner.,schooner,4,780,1
n04149813,a photo of a scoreboard.,scoreboard,4,781,1
n04152593,a photo of a CRT monitor.,CRT monitor,4,782,1
n04153751,a photo of a screw.,screw,4,783,1
n04154565,a photo of a screwdriver.,screwdriver,4,784,1
n04162706,a photo of a seat belt.,seat belt,4,785,1
n04179913,a photo of a sewing machine.,sewing machine,4,786,1
n04192698,a photo of a shield.,shield,4,787,1
n04200800,a photo of a shoe store.,shoe store,4,788,1
n04201297,a photo of a shoji screen / room divider.,shoji screen / room divider,4,789,1
n04204238,a photo of a shopping basket.,shopping basket,4,790,1
n04204347,a photo of a shopping cart.,shopping cart,4,791,1
n04208210,a photo of a shovel.,shovel,4,792,1
n04209133,a photo of a shower cap.,shower cap,4,793,1
n04209239,a photo of a shower curtain.,shower curtain,4,794,1
n04228054,a photo of a ski.,ski,4,795,1
n04229816,a photo of a balaclava ski mask.,balaclava ski mask,4,796,1
n04235860,a photo of a sleeping bag.,sleeping bag,4,797,1
n04238763,a photo of a slide rule.,slide rule,4,798,1
n04239074,a photo of a sliding door.,sliding door,4,799,1
n04243546,a photo of a slot machine.,slot machine,4,800,1
n04251144,a photo of a snorkel.,snorkel,4,801,1
n04252077,a photo of a snowmobile.,snowmobile,4,802,1
n04252225,a photo of a snowplow.,snowplow,4,803,1
n04254120,a photo of a soap dispenser.,soap dispenser,4,804,1
n04254680,a photo of a soccer ball.,soccer ball,4,805,1
n04254777,a photo of a sock.,sock,4,806,1
n04258138,a photo of a solar thermal collector.,solar thermal collector,4,807,1
n04259630,a photo of a sombrero.,sombrero,4,808,1
n04263257,a photo of a soup bowl.,soup bowl,4,809,1
n04264628,a photo of a keyboard space bar.,keyboard space bar,4,810,1
n04265275,a photo of a space heater.,space heater,4,811,1
n04266014,a photo of a space shuttle.,space shuttle,4,812,1
n04270147,a photo of a spatula.,spatula,4,813,1
n04273569,a photo of a motorboat.,motorboat,4,814,1
n04275548,a photo of a spider web.,spider web,4,815,1
n04277352,a photo of a spindle.,spindle,4,816,1
n04285008,a photo of a sports car.,sports car,4,817,1
n04286575,a photo of a spotlight.,spotlight,4,818,1
n04296562,a photo of a stage.,stage,4,819,1
n04310018,a photo of a steam locomotive.,steam locomotive,4,820,1
n04311004,a photo of a through arch bridge.,through arch bridge,4,821,1
n04311174,a photo of a steel drum.,steel drum,4,822,1
n04317175,a photo of a stethoscope.,stethoscope,4,823,1
n04325704,a photo of a scarf.,scarf,4,824,1
n04326547,a photo of a stone wall.,stone wall,4,825,1
n04328186,a photo of a stopwatch.,stopwatch,4,826,1
n04330267,a photo of a stove.,stove,4,827,1
n04332243,a photo of a strainer.,strainer,4,828,1
n04335435,a photo of a tram.,tram,4,829,1
n04336792,a photo of a stretcher.,stretcher,4,830,1
n04344873,a photo of a couch.,couch,4,831,1
n04346328,a photo of a stupa.,stupa,4,832,1
n04347754,a photo of a submarine.,submarine,4,833,1
n04350905,a photo of a suit.,suit,4,834,1
n04355338,a photo of a sundial.,sundial,4,835,1
n04355933,a photo of a sunglasses.,sunglasses,4,836,1
n04356056,a photo of a sunglasses.,sunglasses,4,837,1
n04357314,a photo of a sunscreen.,sunscreen,4,838,1
n04366367,a photo of a suspension bridge.,suspension bridge,4,839,1
n04367480,a photo of a mop.,mop,4,840,1
n04370456,a photo of a sweatshirt.,sweatshirt,4,841,1
n04371430,a photo of a swim trunks / shorts.,swim trunks / shorts,4,842,1
n04371774,a photo of a swing.,swing,4,843,1
n04372370,a photo of a electrical switch.,electrical switch,4,844,1
n04376876,a photo of a syringe.,syringe,4,845,1
n04380533,a photo of a table lamp,table lamp,4,846,1
n04389033,a photo of a tank.,tank,4,847,1
n04392985,a photo of a tape player.,tape player,4,848,1
n04398044,a photo of a teapot.,teapot,4,849,1
