node,prompt,classname,level,classidx,isleaf
n02134418,a bad photo of  a sloth bear.,sloth bear,4,297,1
n02137549,a bad photo of  a mongoose.,mongoose,4,298,1
n02138441,a bad photo of  a meerkat.,meerkat,4,299,1
n02165105,a bad photo of  a tiger beetle.,tiger beetle,4,300,1
n02165456,a bad photo of  a ladybug.,ladybug,4,301,1
n02167151,a bad photo of  a ground beetle.,ground beetle,4,302,1
n02168699,a bad photo of  a longhorn beetle.,longhorn beetle,4,303,1
n02169497,a bad photo of  a leaf beetle.,leaf beetle,4,304,1
n02172182,a bad photo of  a dung beetle.,dung beetle,4,305,1
n02174001,a bad photo of  a rhinoceros beetle.,rhinoceros beetle,4,306,1
n02177972,a bad photo of  a weevil.,weevil,4,307,1
n02190166,a bad photo of  a fly.,fly,4,308,1
n02206856,a bad photo of  a bee.,bee,4,309,1
n02219486,a bad photo of  a ant.,ant,4,310,1
n02226429,a bad photo of  a grasshopper.,grasshopper,4,311,1
n02229544,a bad photo of  a cricket insect.,cricket insect,4,312,1
n02231487,a bad photo of  a stick insect.,stick insect,4,313,1
n02233338,a bad photo of  a cockroach.,cockroach,4,314,1
n02236044,a bad photo of  a praying mantis.,praying mantis,4,315,1
n02256656,a bad photo of  a cicada.,cicada,4,316,1
n02259212,a bad photo of  a leafhopper.,leafhopper,4,317,1
n02264363,a bad photo of  a lacewing.,lacewing,4,318,1
n02268443,a bad photo of  a dragonfly.,dragonfly,4,319,1
n02268853,a bad photo of  a damselfly.,damselfly,4,320,1
n02276258,a bad photo of  a red admiral butterfly.,red admiral butterfly,4,321,1
n02277742,a bad photo of  a ringlet butterfly.,ringlet butterfly,4,322,1
n02279972,a bad photo of  a monarch butterfly.,monarch butterfly,4,323,1
n02280649,a bad photo of  a small white butterfly.,small white butterfly,4,324,1
n02281406,a bad photo of  a sulphur butterfly.,sulphur butterfly,4,325,1
n02281787,a bad photo of  a gossamer-winged butterfly.,gossamer-winged butterfly,4,326,1
n02317335,a bad photo of  a starfish.,starfish,4,327,1
n02319095,a bad photo of  a sea urchin.,sea urchin,4,328,1
n02321529,a bad photo of  a sea cucumber.,sea cucumber,4,329,1
n02325366,a bad photo of  a cottontail rabbit.,cottontail rabbit,4,330,1
n02326432,a bad photo of  a hare.,hare,4,331,1
n02328150,a bad photo of  a Angora rabbit.,Angora rabbit,4,332,1
n02342885,a bad photo of  a hamster.,hamster,4,333,1
n02346627,a bad photo of  a porcupine.,porcupine,4,334,1
n02356798,a bad photo of  a fox squirrel.,fox squirrel,4,335,1
n02361337,a bad photo of  a marmot.,marmot,4,336,1
n02363005,a bad photo of  a beaver.,beaver,4,337,1
n02364673,a bad photo of  a guinea pig.,guinea pig,4,338,1
n02389026,a bad photo of  a common sorrel horse.,common sorrel horse,4,339,1
n02391049,a bad photo of  a zebra.,zebra,4,340,1
n02395406,a bad photo of  a pig.,pig,4,341,1
n02396427,a bad photo of  a wild boar.,wild boar,4,342,1
n02397096,a bad photo of  a warthog.,warthog,4,343,1
n02398521,a bad photo of  a hippopotamus.,hippopotamus,4,344,1
n02403003,a bad photo of  a ox.,ox,4,345,1
n02408429,a bad photo of  a water buffalo.,water buffalo,4,346,1
n02410509,a bad photo of  a bison.,bison,4,347,1
n02412080,a bad photo of  a ram (adult male sheep).,ram (adult male sheep),4,348,1
n02415577,a bad photo of  a bighorn sheep.,bighorn sheep,4,349,1
n02417914,a bad photo of  a Alpine ibex.,Alpine ibex,4,350,1
n02422106,a bad photo of  a hartebeest.,hartebeest,4,351,1
n02422699,a bad photo of  a impala (antelope).,impala (antelope),4,352,1
n02423022,a bad photo of  a gazelle.,gazelle,4,353,1
n02437312,a bad photo of  a arabian camel.,arabian camel,4,354,1
n02437616,a bad photo of  a llama.,llama,4,355,1
n02441942,a bad photo of  a weasel.,weasel,4,356,1
n02442845,a bad photo of  a mink.,mink,4,357,1
n02443114,a bad photo of  a European polecat.,European polecat,4,358,1
n02443484,a bad photo of  a black-footed ferret.,black-footed ferret,4,359,1
n02444819,a bad photo of  a otter.,otter,4,360,1
n02445715,a bad photo of  a skunk.,skunk,4,361,1
n02447366,a bad photo of  a badger.,badger,4,362,1
n02454379,a bad photo of  a armadillo.,armadillo,4,363,1
n02457408,a bad photo of  a three-toed sloth.,three-toed sloth,4,364,1
n02480495,a bad photo of  a orangutan.,orangutan,4,365,1
n02480855,a bad photo of  a gorilla.,gorilla,4,366,1
n02481823,a bad photo of  a chimpanzee.,chimpanzee,4,367,1
n02483362,a bad photo of  a gibbon.,gibbon,4,368,1
n02483708,a bad photo of  a siamang.,siamang,4,369,1
n02484975,a bad photo of  a guenon.,guenon,4,370,1
n02486261,a bad photo of  a patas monkey.,patas monkey,4,371,1
n02486410,a bad photo of  a baboon.,baboon,4,372,1
n02487347,a bad photo of  a macaque.,macaque,4,373,1
n02488291,a bad photo of  a langur.,langur,4,374,1
n02488702,a bad photo of  a black-and-white colobus.,black-and-white colobus,4,375,1
n02489166,a bad photo of  a proboscis monkey.,proboscis monkey,4,376,1
n02490219,a bad photo of  a marmoset.,marmoset,4,377,1
n02492035,a bad photo of  a white-headed capuchin.,white-headed capuchin,4,378,1
n02492660,a bad photo of  a howler monkey.,howler monkey,4,379,1
n02493509,a bad photo of  a titi monkey.,titi monkey,4,380,1
n02493793,a bad photo of  a Geoffroy's spider monkey.,Geoffroy's spider monkey,4,381,1
n02494079,a bad photo of  a common squirrel monkey.,common squirrel monkey,4,382,1
n02497673,a bad photo of  a ring-tailed lemur.,ring-tailed lemur,4,383,1
n02500267,a bad photo of  a indri.,indri,4,384,1
n02504013,a bad photo of  a Asian elephant.,Asian elephant,4,385,1
n02504458,a bad photo of  a African bush elephant.,African bush elephant,4,386,1
n02509815,a bad photo of  a red panda.,red panda,4,387,1
n02510455,a bad photo of  a giant panda.,giant panda,4,388,1
n02514041,a bad photo of  a snoek fish.,snoek fish,4,389,1
n02526121,a bad photo of  a eel.,eel,4,390,1
n02536864,a bad photo of  a silver salmon.,silver salmon,4,391,1
n02606052,a bad photo of  a rock beauty fish.,rock beauty fish,4,392,1
n02607072,a bad photo of  a clownfish.,clownfish,4,393,1
n02640242,a bad photo of  a sturgeon.,sturgeon,4,394,1
n02641379,a bad photo of  a gar fish.,gar fish,4,395,1
n02643566,a bad photo of  a lionfish.,lionfish,4,396,1
n02655020,a bad photo of  a pufferfish.,pufferfish,4,397,1
n02666196,a bad photo of  a abacus.,abacus,4,398,1
n02667093,a bad photo of  a abaya.,abaya,4,399,1
n02669723,a bad photo of  a academic gown.,academic gown,4,400,1
n02672831,a bad photo of  a accordion.,accordion,4,401,1
n02676566,a bad photo of  a acoustic guitar.,acoustic guitar,4,402,1
n02687172,a bad photo of  a aircraft carrier.,aircraft carrier,4,403,1
n02690373,a bad photo of  a airliner.,airliner,4,404,1
n02692877,a bad photo of  a airship.,airship,4,405,1
n02699494,a bad photo of  a altar.,altar,4,406,1
n02701002,a bad photo of  a ambulance.,ambulance,4,407,1
n02704792,a bad photo of  a amphibious vehicle.,amphibious vehicle,4,408,1
n02708093,a bad photo of  a analog clock.,analog clock,4,409,1
n02727426,a bad photo of  a apiary.,apiary,4,410,1
n02730930,a bad photo of  a apron.,apron,4,411,1
n02747177,a bad photo of  a trash can.,trash can,4,412,1
n02749479,a bad photo of  a assault rifle.,assault rifle,4,413,1
n02769748,a bad photo of  a backpack.,backpack,4,414,1
n02776631,a bad photo of  a bakery.,bakery,4,415,1
n02777292,a bad photo of  a balance beam.,balance beam,4,416,1
n02782093,a bad photo of  a balloon.,balloon,4,417,1
n02783161,a bad photo of  a ballpoint pen.,ballpoint pen,4,418,1
n02786058,a bad photo of  a Band-Aid.,Band-Aid,4,419,1
n02787622,a bad photo of  a banjo.,banjo,4,420,1
n02788148,a bad photo of  a baluster / handrail.,baluster / handrail,4,421,1
n02790996,a bad photo of  a barbell.,barbell,4,422,1
n02791124,a bad photo of  a barber chair.,barber chair,4,423,1
n02791270,a bad photo of  a barbershop.,barbershop,4,424,1
n02793495,a bad photo of  a barn.,barn,4,425,1
n02794156,a bad photo of  a barometer.,barometer,4,426,1
n02795169,a bad photo of  a barrel.,barrel,4,427,1
n02797295,a bad photo of  a wheelbarrow.,wheelbarrow,4,428,1
n02799071,a bad photo of  a baseball.,baseball,4,429,1
n02802426,a bad photo of  a basketball.,basketball,4,430,1
n02804414,a bad photo of  a bassinet.,bassinet,4,431,1
n02804610,a bad photo of  a bassoon.,bassoon,4,432,1
n02807133,a bad photo of  a swimming cap.,swimming cap,4,433,1
n02808304,a bad photo of  a bath towel.,bath towel,4,434,1
n02808440,a bad photo of  a bathtub.,bathtub,4,435,1
n02814533,a bad photo of  a station wagon.,station wagon,4,436,1
n02814860,a bad photo of  a lighthouse.,lighthouse,4,437,1
n02815834,a bad photo of  a beaker.,beaker,4,438,1
n02817516,a bad photo of  a military hat (bearskin or shako).,military hat (bearskin or shako),4,439,1
n02823428,a bad photo of  a beer bottle.,beer bottle,4,440,1
n02823750,a bad photo of  a beer glass.,beer glass,4,441,1
n02825657,a bad photo of  a bell tower.,bell tower,4,442,1
n02834397,a bad photo of  a baby bib.,baby bib,4,443,1
n02835271,a bad photo of  a tandem bicycle.,tandem bicycle,4,444,1
n02837789,a bad photo of  a bikini.,bikini,4,445,1
n02840245,a bad photo of  a ring binder.,ring binder,4,446,1
n02841315,a bad photo of  a binoculars.,binoculars,4,447,1
n02843684,a bad photo of  a birdhouse.,birdhouse,4,448,1
n02859443,a bad photo of  a boathouse.,boathouse,4,449,1
n02860847,a bad photo of  a bobsleigh.,bobsleigh,4,450,1
n02865351,a bad photo of  a bolo tie.,bolo tie,4,451,1
n02869837,a bad photo of  a poke bonnet.,poke bonnet,4,452,1
n02870880,a bad photo of  a bookcase.,bookcase,4,453,1
n02871525,a bad photo of  a bookstore.,bookstore,4,454,1
n02877765,a bad photo of  a bottle cap.,bottle cap,4,455,1
n02879718,a bad photo of  a hunting bow.,hunting bow,4,456,1
n02883205,a bad photo of  a bow tie.,bow tie,4,457,1
n02892201,a bad photo of  a brass memorial plaque.,brass memorial plaque,4,458,1
n02892767,a bad photo of  a bra.,bra,4,459,1
n02894605,a bad photo of  a breakwater.,breakwater,4,460,1
n02895154,a bad photo of  a breastplate.,breastplate,4,461,1
n02906734,a bad photo of  a broom.,broom,4,462,1
n02909870,a bad photo of  a bucket.,bucket,4,463,1
n02910353,a bad photo of  a buckle.,buckle,4,464,1
n02916936,a bad photo of  a bulletproof vest.,bulletproof vest,4,465,1
n02917067,a bad photo of  a high-speed train.,high-speed train,4,466,1
n02927161,a bad photo of  a butcher shop.,butcher shop,4,467,1
n02930766,a bad photo of  a taxicab.,taxicab,4,468,1
n02939185,a bad photo of  a cauldron.,cauldron,4,469,1
n02948072,a bad photo of  a candle.,candle,4,470,1
n02950826,a bad photo of  a cannon.,cannon,4,471,1
n02951358,a bad photo of  a canoe.,canoe,4,472,1
n02951585,a bad photo of  a can opener.,can opener,4,473,1
n02963159,a bad photo of  a cardigan.,cardigan,4,474,1
n02965783,a bad photo of  a car mirror.,car mirror,4,475,1
n02966193,a bad photo of  a carousel.,carousel,4,476,1
n02966687,a bad photo of  a tool kit.,tool kit,4,477,1
n02971356,a bad photo of  a cardboard box / carton.,cardboard box / carton,4,478,1
n02974003,a bad photo of  a car wheel.,car wheel,4,479,1
n02977058,a bad photo of  a automated teller machine.,automated teller machine,4,480,1
n02978881,a bad photo of  a cassette.,cassette,4,481,1
n02979186,a bad photo of  a cassette player.,cassette player,4,482,1
n02980441,a bad photo of  a castle.,castle,4,483,1
n02981792,a bad photo of  a catamaran.,catamaran,4,484,1
n02988304,a bad photo of  a CD player.,CD player,4,485,1
n02992211,a bad photo of  a cello.,cello,4,486,1
n02992529,a bad photo of  a mobile phone.,mobile phone,4,487,1
n02999410,a bad photo of  a chain.,chain,4,488,1
n03000134,a bad photo of  a chain-link fence.,chain-link fence,4,489,1
n03000247,a bad photo of  a chain mail.,chain mail,4,490,1
n03000684,a bad photo of  a chainsaw.,chainsaw,4,491,1
n03014705,a bad photo of  a storage chest.,storage chest,4,492,1
n03016953,a bad photo of  a chiffonier.,chiffonier,4,493,1
n03017168,a bad photo of  a bell or wind chime.,bell or wind chime,4,494,1
n03018349,a bad photo of  a china cabinet.,china cabinet,4,495,1
n03026506,a bad photo of  a Christmas stocking.,Christmas stocking,4,496,1
n03028079,a bad photo of  a church.,church,4,497,1
n03032252,a bad photo of  a movie theater.,movie theater,4,498,1
n03041632,a bad photo of  a cleaver.,cleaver,4,499,1
n03042490,a bad photo of  a cliff dwelling.,cliff dwelling,4,500,1
n03045698,a bad photo of  a cloak.,cloak,4,501,1
n03047690,a bad photo of  a clogs.,clogs,4,502,1
n03062245,a bad photo of  a cocktail shaker.,cocktail shaker,4,503,1
n03063599,a bad photo of  a coffee mug.,coffee mug,4,504,1
n03063689,a bad photo of  a coffeemaker.,coffeemaker,4,505,1
n03065424,a bad photo of  a spiral or coil.,spiral or coil,4,506,1
n03075370,a bad photo of  a combination lock.,combination lock,4,507,1
n03085013,a bad photo of  a computer keyboard.,computer keyboard,4,508,1
n03089624,a bad photo of  a candy store.,candy store,4,509,1
n03095699,a bad photo of  a container ship.,container ship,4,510,1
n03100240,a bad photo of  a convertible.,convertible,4,511,1
n03109150,a bad photo of  a corkscrew.,corkscrew,4,512,1
n03110669,a bad photo of  a cornet.,cornet,4,513,1
n03124043,a bad photo of  a cowboy boot.,cowboy boot,4,514,1
n03124170,a bad photo of  a cowboy hat.,cowboy hat,4,515,1
n03125729,a bad photo of  a cradle.,cradle,4,516,1
n03126707,a bad photo of  a construction crane.,construction crane,4,517,1
n03127747,a bad photo of  a crash helmet.,crash helmet,4,518,1
n03127925,a bad photo of  a crate.,crate,4,519,1
n03131574,a bad photo of  a infant bed.,infant bed,4,520,1
n03133878,a bad photo of  a Crock Pot.,Crock Pot,4,521,1
n03134739,a bad photo of  a croquet ball.,croquet ball,4,522,1
n03141823,a bad photo of  a crutch.,crutch,4,523,1
n03146219,a bad photo of  a cuirass.,cuirass,4,524,1
n03160309,a bad photo of  a dam.,dam,4,525,1
n03179701,a bad photo of  a desk.,desk,4,526,1
n03180011,a bad photo of  a desktop computer.,desktop computer,4,527,1
n03187595,a bad photo of  a rotary dial telephone.,rotary dial telephone,4,528,1
n03188531,a bad photo of  a diaper.,diaper,4,529,1
n03196217,a bad photo of  a digital clock.,digital clock,4,530,1
n03197337,a bad photo of  a digital watch.,digital watch,4,531,1
n03201208,a bad photo of  a dining table.,dining table,4,532,1
n03207743,a bad photo of  a dishcloth.,dishcloth,4,533,1
n03207941,a bad photo of  a dishwasher.,dishwasher,4,534,1
n03208938,a bad photo of  a disc brake.,disc brake,4,535,1
n03216828,a bad photo of  a dock.,dock,4,536,1
n03218198,a bad photo of  a dog sled.,dog sled,4,537,1
n03220513,a bad photo of  a dome.,dome,4,538,1
n03223299,a bad photo of  a doormat.,doormat,4,539,1
n03240683,a bad photo of  a drilling rig.,drilling rig,4,540,1
n03249569,a bad photo of  a drum.,drum,4,541,1
n03250847,a bad photo of  a drumstick.,drumstick,4,542,1
n03255030,a bad photo of  a dumbbell.,dumbbell,4,543,1
n03259280,a bad photo of  a Dutch oven.,Dutch oven,4,544,1
n03271574,a bad photo of  a electric fan.,electric fan,4,545,1
n03272010,a bad photo of  a electric guitar.,electric guitar,4,546,1
n03272562,a bad photo of  a electric locomotive.,electric locomotive,4,547,1
n03290653,a bad photo of  a entertainment center.,entertainment center,4,548,1
n03291819,a bad photo of  a envelope.,envelope,4,549,1
n03297495,a bad photo of  a espresso machine.,espresso machine,4,550,1
n03314780,a bad photo of  a face powder.,face powder,4,551,1
n03325584,a bad photo of  a feather boa.,feather boa,4,552,1
n03337140,a bad photo of  a filing cabinet.,filing cabinet,4,553,1
n03344393,a bad photo of  a fireboat.,fireboat,4,554,1
n03345487,a bad photo of  a fire truck.,fire truck,4,555,1
n03347037,a bad photo of  a fire screen.,fire screen,4,556,1
n03355925,a bad photo of  a flagpole.,flagpole,4,557,1
n03372029,a bad photo of  a flute.,flute,4,558,1
n03376595,a bad photo of  a folding chair.,folding chair,4,559,1
n03379051,a bad photo of  a football helmet.,football helmet,4,560,1
n03384352,a bad photo of  a forklift.,forklift,4,561,1
n03388043,a bad photo of  a fountain.,fountain,4,562,1
n03388183,a bad photo of  a fountain pen.,fountain pen,4,563,1
n03388549,a bad photo of  a four-poster bed.,four-poster bed,4,564,1
n03393912,a bad photo of  a freight car.,freight car,4,565,1
n03394916,a bad photo of  a French horn.,French horn,4,566,1
n03400231,a bad photo of  a frying pan.,frying pan,4,567,1
n03404251,a bad photo of  a fur coat.,fur coat,4,568,1
n03417042,a bad photo of  a garbage truck.,garbage truck,4,569,1
n03424325,a bad photo of  a gas mask or respirator.,gas mask or respirator,4,570,1
n03425413,a bad photo of  a gas pump.,gas pump,4,571,1
n03443371,a bad photo of  a goblet.,goblet,4,572,1
n03444034,a bad photo of  a go-kart.,go-kart,4,573,1
n03445777,a bad photo of  a golf ball.,golf ball,4,574,1
n03445924,a bad photo of  a golf cart.,golf cart,4,575,1
n03447447,a bad photo of  a gondola.,gondola,4,576,1
n03447721,a bad photo of  a gong.,gong,4,577,1
n03450230,a bad photo of  a gown.,gown,4,578,1
n03452741,a bad photo of  a grand piano.,grand piano,4,579,1
n03457902,a bad photo of  a greenhouse.,greenhouse,4,580,1
n03459775,a bad photo of  a radiator grille.,radiator grille,4,581,1
n03461385,a bad photo of  a grocery store.,grocery store,4,582,1
n03467068,a bad photo of  a guillotine.,guillotine,4,583,1
n03476684,a bad photo of  a hair clip.,hair clip,4,584,1
n03476991,a bad photo of  a hair spray.,hair spray,4,585,1
n03478589,a bad photo of  a half-track.,half-track,4,586,1
n03481172,a bad photo of  a hammer.,hammer,4,587,1
n03482405,a bad photo of  a hamper.,hamper,4,588,1
n03483316,a bad photo of  a hair dryer.,hair dryer,4,589,1
n03485407,a bad photo of  a hand-held computer.,hand-held computer,4,590,1
n03485794,a bad photo of  a handkerchief.,handkerchief,4,591,1
n03492542,a bad photo of  a hard disk drive.,hard disk drive,4,592,1
n03494278,a bad photo of  a harmonica.,harmonica,4,593,1
n03495258,a bad photo of  a harp.,harp,4,594,1
n03496892,a bad photo of  a combine harvester.,combine harvester,4,595,1
n03498962,a bad photo of  a hatchet.,hatchet,4,596,1
n03527444,a bad photo of  a holster.,holster,4,597,1
n03529860,a bad photo of  a home theater.,home theater,4,598,1
n03530642,a bad photo of  a honeycomb.,honeycomb,4,599,1
n03532672,a bad photo of  a hook.,hook,4,600,1
n03534580,a bad photo of  a hoop skirt.,hoop skirt,4,601,1
n03535780,a bad photo of  a gymnastic horizontal bar.,gymnastic horizontal bar,4,602,1
n03538406,a bad photo of  a horse-drawn vehicle.,horse-drawn vehicle,4,603,1
n03544143,a bad photo of  a hourglass.,hourglass,4,604,1
n03584254,a bad photo of  a iPod.,iPod,4,605,1
n03584829,a bad photo of  a clothes iron.,clothes iron,4,606,1
n03590841,a bad photo of  a carved pumpkin.,carved pumpkin,4,607,1
n03594734,a bad photo of  a jeans.,jeans,4,608,1
n03594945,a bad photo of  a jeep.,jeep,4,609,1
n03595614,a bad photo of  a T-shirt.,T-shirt,4,610,1
n03598930,a bad photo of  a jigsaw puzzle.,jigsaw puzzle,4,611,1
n03599486,a bad photo of  a rickshaw.,rickshaw,4,612,1
n03602883,a bad photo of  a joystick.,joystick,4,613,1
n03617480,a bad photo of  a kimono.,kimono,4,614,1
n03623198,a bad photo of  a knee pad.,knee pad,4,615,1
n03627232,a bad photo of  a knot.,knot,4,616,1
n03630383,a bad photo of  a lab coat.,lab coat,4,617,1
n03633091,a bad photo of  a ladle.,ladle,4,618,1
n03637318,a bad photo of  a lampshade.,lampshade,4,619,1
n03642806,a bad photo of  a laptop computer.,laptop computer,4,620,1
n03649909,a bad photo of  a lawn mower.,lawn mower,4,621,1
n03657121,a bad photo of  a lens cap.,lens cap,4,622,1
n03658185,a bad photo of  a letter opener.,letter opener,4,623,1
n03661043,a bad photo of  a library.,library,4,624,1
n03662601,a bad photo of  a lifeboat.,lifeboat,4,625,1
n03666591,a bad photo of  a lighter.,lighter,4,626,1
n03670208,a bad photo of  a limousine.,limousine,4,627,1
n03673027,a bad photo of  a ocean liner.,ocean liner,4,628,1
n03676483,a bad photo of  a lipstick.,lipstick,4,629,1
n03680355,a bad photo of  a slip-on shoe.,slip-on shoe,4,630,1
n03690938,a bad photo of  a lotion.,lotion,4,631,1
n03691459,a bad photo of  a music speaker.,music speaker,4,632,1
n03692522,a bad photo of  a loupe magnifying glass.,loupe magnifying glass,4,633,1
n03697007,a bad photo of  a sawmill.,sawmill,4,634,1
n03706229,a bad photo of  a magnetic compass.,magnetic compass,4,635,1
n03709823,a bad photo of  a messenger bag.,messenger bag,4,636,1
n03710193,a bad photo of  a mailbox.,mailbox,4,637,1
n03710637,a bad photo of  a tights.,tights,4,638,1
n03710721,a bad photo of  a one-piece bathing suit.,one-piece bathing suit,4,639,1
n03717622,a bad photo of  a manhole cover.,manhole cover,4,640,1
n03720891,a bad photo of  a maraca.,maraca,4,641,1
n03721384,a bad photo of  a marimba.,marimba,4,642,1
n03724870,a bad photo of  a mask.,mask,4,643,1
n03729826,a bad photo of  a matchstick.,matchstick,4,644,1
n03733131,a bad photo of  a maypole.,maypole,4,645,1
n03733281,a bad photo of  a maze.,maze,4,646,1
n03733805,a bad photo of  a measuring cup.,measuring cup,4,647,1
n03742115,a bad photo of  a medicine cabinet.,medicine cabinet,4,648,1
n03743016,a bad photo of  a megalith.,megalith,4,649,1
n03759954,a bad photo of  a microphone.,microphone,4,650,1
n03761084,a bad photo of  a microwave oven.,microwave oven,4,651,1
n03763968,a bad photo of  a military uniform.,military uniform,4,652,1
n03764736,a bad photo of  a milk can.,milk can,4,653,1
n03769881,a bad photo of  a minibus.,minibus,4,654,1
n03770439,a bad photo of  a miniskirt.,miniskirt,4,655,1
n03770679,a bad photo of  a minivan.,minivan,4,656,1
n03773504,a bad photo of  a missile.,missile,4,657,1
n03775071,a bad photo of  a mitten.,mitten,4,658,1
n03775546,a bad photo of  a mixing bowl.,mixing bowl,4,659,1
n03776460,a bad photo of  a mobile home.,mobile home,4,660,1
n03777568,a bad photo of  a ford model t.,ford model t,4,661,1
n03777754,a bad photo of  a modem.,modem,4,662,1
n03781244,a bad photo of  a monastery.,monastery,4,663,1
n03782006,a bad photo of  a monitor.,monitor,4,664,1
n03785016,a bad photo of  a moped.,moped,4,665,1
n03786901,a bad photo of  a mortar and pestle.,mortar and pestle,4,666,1
n03787032,a bad photo of  a graduation cap.,graduation cap,4,667,1
n03788195,a bad photo of  a mosque.,mosque,4,668,1
n03788365,a bad photo of  a mosquito net.,mosquito net,4,669,1
n03791053,a bad photo of  a vespa.,vespa,4,670,1
n03792782,a bad photo of  a mountain bike.,mountain bike,4,671,1
n03792972,a bad photo of  a tent.,tent,4,672,1
n03793489,a bad photo of  a computer mouse.,computer mouse,4,673,1
n03794056,a bad photo of  a mousetrap.,mousetrap,4,674,1
n03796401,a bad photo of  a moving van.,moving van,4,675,1
n03803284,a bad photo of  a muzzle.,muzzle,4,676,1
n03804744,a bad photo of  a metal nail.,metal nail,4,677,1
n03814639,a bad photo of  a neck brace.,neck brace,4,678,1
n03814906,a bad photo of  a necklace.,necklace,4,679,1
n03825788,a bad photo of  a baby pacifier.,baby pacifier,4,680,1
n03832673,a bad photo of  a notebook computer.,notebook computer,4,681,1
n03837869,a bad photo of  a obelisk.,obelisk,4,682,1
n03838899,a bad photo of  a oboe.,oboe,4,683,1
n03840681,a bad photo of  a ocarina.,ocarina,4,684,1
n03841143,a bad photo of  a odometer.,odometer,4,685,1
n03843555,a bad photo of  a oil filter.,oil filter,4,686,1
n03854065,a bad photo of  a pipe organ.,pipe organ,4,687,1
n03857828,a bad photo of  a oscilloscope.,oscilloscope,4,688,1
n03866082,a bad photo of  a overskirt.,overskirt,4,689,1
n03868242,a bad photo of  a bullock cart.,bullock cart,4,690,1
n03868863,a bad photo of  a oxygen mask.,oxygen mask,4,691,1
n03871628,a bad photo of  a product packet / packaging.,product packet / packaging,4,692,1
n03873416,a bad photo of  a paddle.,paddle,4,693,1
n03874293,a bad photo of  a paddle wheel.,paddle wheel,4,694,1
n03874599,a bad photo of  a padlock.,padlock,4,695,1
n03876231,a bad photo of  a paintbrush.,paintbrush,4,696,1
n03877472,a bad photo of  a pajamas.,pajamas,4,697,1
n03877845,a bad photo of  a palace.,palace,4,698,1
n03884397,a bad photo of  a pan flute.,pan flute,4,699,1
n03887697,a bad photo of  a paper towel.,paper towel,4,700,1
n03888257,a bad photo of  a parachute.,parachute,4,701,1
n03888605,a bad photo of  a parallel bars.,parallel bars,4,702,1
n03891251,a bad photo of  a park bench.,park bench,4,703,1
n03891332,a bad photo of  a parking meter.,parking meter,4,704,1
n03895866,a bad photo of  a railroad car.,railroad car,4,705,1
n03899768,a bad photo of  a patio.,patio,4,706,1
n03902125,a bad photo of  a payphone.,payphone,4,707,1
n03903868,a bad photo of  a pedestal.,pedestal,4,708,1
n03908618,a bad photo of  a pencil case.,pencil case,4,709,1
n03908714,a bad photo of  a pencil sharpener.,pencil sharpener,4,710,1
n03916031,a bad photo of  a perfume.,perfume,4,711,1
n03920288,a bad photo of  a Petri dish.,Petri dish,4,712,1
n03924679,a bad photo of  a photocopier.,photocopier,4,713,1
n03929660,a bad photo of  a plectrum.,plectrum,4,714,1
n03929855,a bad photo of  a Pickelhaube.,Pickelhaube,4,715,1
n03930313,a bad photo of  a picket fence.,picket fence,4,716,1
n03930630,a bad photo of  a pickup truck.,pickup truck,4,717,1
n03933933,a bad photo of  a pier.,pier,4,718,1
n03935335,a bad photo of  a piggy bank.,piggy bank,4,719,1
n03937543,a bad photo of  a pill bottle.,pill bottle,4,720,1
n03938244,a bad photo of  a pillow.,pillow,4,721,1
n03942813,a bad photo of  a ping-pong ball.,ping-pong ball,4,722,1
n03944341,a bad photo of  a pinwheel.,pinwheel,4,723,1
n03947888,a bad photo of  a pirate ship.,pirate ship,4,724,1
n03950228,a bad photo of  a drink pitcher.,drink pitcher,4,725,1
n03954731,a bad photo of  a block plane.,block plane,4,726,1
n03956157,a bad photo of  a planetarium.,planetarium,4,727,1
n03958227,a bad photo of  a plastic bag.,plastic bag,4,728,1
n03961711,a bad photo of  a plate rack.,plate rack,4,729,1
n03967562,a bad photo of  a farm plow.,farm plow,4,730,1
n03970156,a bad photo of  a plunger.,plunger,4,731,1
n03976467,a bad photo of  a Polaroid camera.,Polaroid camera,4,732,1
n03976657,a bad photo of  a pole.,pole,4,733,1
n03977966,a bad photo of  a police van.,police van,4,734,1
n03980874,a bad photo of  a poncho.,poncho,4,735,1
n03982430,a bad photo of  a pool table.,pool table,4,736,1
n03983396,a bad photo of  a soda bottle.,soda bottle,4,737,1
n03991062,a bad photo of  a plant pot.,plant pot,4,738,1
n03992509,a bad photo of  a potter's wheel.,potter's wheel,4,739,1
n03995372,a bad photo of  a power drill.,power drill,4,740,1
n03998194,a bad photo of  a prayer rug.,prayer rug,4,741,1
n04004767,a bad photo of  a printer.,printer,4,742,1
n04005630,a bad photo of  a prison.,prison,4,743,1
n04008634,a bad photo of  a missile.,missile,4,744,1
n04009552,a bad photo of  a projector.,projector,4,745,1
n04019541,a bad photo of  a hockey puck.,hockey puck,4,746,1
n04023962,a bad photo of  a punching bag.,punching bag,4,747,1
n04026417,a bad photo of  a purse.,purse,4,748,1
n04033901,a bad photo of  a quill.,quill,4,749,1
n04033995,a bad photo of  a quilt.,quilt,4,750,1
n04037443,a bad photo of  a race car.,race car,4,751,1
n04039381,a bad photo of  a racket.,racket,4,752,1
