index,node,prompt,class_name,is_leaf,classidx
505,n13037406,a photo of a gyromitra mushroom.,gyromitra mushroom,1,993
506,n07753592,a photo of a banana.,banana,1,954
507,n04562935,a photo of a water tower.,water tower,1,900
508,n02776631,a photo of a bakery.,bakery,1,415
509,n03891332,a photo of a parking meter.,parking meter,1,704
510,n01514859,a photo of a hen.,hen,1,8
511,n03236735,a photo of a dress (frock).,dress (frock),0,99999
512,n01662784,a photo of a turtle.,turtle,0,99999
513,n07810907,a photo of a condiment.,condiment,0,99999
514,n01674464,a photo of a lizard.,lizard,0,99999
515,n03733131,a photo of a may pole.,may pole,1,645
516,n04069434,a photo of a reflex camera.,reflex camera,1,759
517,n07714571,a photo of a head cabbage.,head cabbage,1,936
518,n02469914,a photo of a primate.,primate,0,99999
519,n11939491,a photo of a daisy.,daisy,1,985
520,n03355925,a photo of a flagpole.,flagpole,1,557
521,n01629276,a photo of a salamander.,salamander,0,99999
522,n02760429,a photo of a automatic firearm or gun.,automatic firearm or gun,0,99999
523,n03271574,a photo of a electric fan.,electric fan,1,545
524,n04356056,a photo of a sunglasses or shades.,sunglasses or shades,1,837
525,n03721384,a photo of a marimba.,marimba,1,642
526,n02802426,a photo of a basketball.,basketball,1,430
527,n02134971,a photo of a viverrine mammal.,viverrine mammal,0,99999
528,n03427296,a photo of a gate.,gate,0,99999
529,n02120997,a photo of a feline.,feline,0,99999
530,n03945615,a photo of a pipe.,pipe,0,99999
531,n03551084,a photo of a hydraulic brake.,hydraulic brake,0,99999
532,n02131653,a photo of a bear.,bear,0,99999
533,n03691459,a photo of a loudspeaker.,loudspeaker,1,632
534,n01531178,a photo of a goldfinch.,goldfinch,1,11
535,n04090263,a photo of a rifle.,rifle,1,764
536,n07609840,a photo of a dessert or sweet.,dessert or sweet,0,99999
537,n03816005,a photo of a neckwear.,neckwear,0,99999
538,n09288635,a photo of a geyser.,geyser,1,974
539,n03032252,a photo of a cinema.,cinema,1,498
540,n04443257,a photo of a tobacco shop.,tobacco shop,1,860
541,n02977058,a photo of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
542,n03933933,a photo of a pier.,pier,1,718
543,n04162706,a photo of a seat belt.,seat belt,1,785
544,n03016953,a photo of a chiffonier.,chiffonier,1,493
545,n02872752,a photo of a boot.,boot,0,99999
546,n02730930,a photo of a apron.,apron,1,411
547,n04536866,a photo of a violin.,violin,1,889
548,n03467517,a photo of a guitar.,guitar,0,99999
549,n07747607,a photo of a orange.,orange,1,950
550,n03720891,a photo of a maraca.,maraca,1,641
551,n02790996,a photo of a barbells.,barbells,1,422
552,n01843065,a photo of a jacamar.,jacamar,1,95
553,n13040303,a photo of a stinkhorn fungus.,stinkhorn fungus,1,994
554,n02785648,a photo of a bandage.,bandage,0,99999
555,n04149813,a photo of a scoreboard.,scoreboard,1,781
556,n01726692,a photo of a snake.,snake,0,99999
557,n02128925,a photo of a jaguar panther.,jaguar panther,1,290
558,n03742115,a photo of a medicine chest.,medicine chest,1,648
559,n04409515,a photo of a tennis ball.,tennis ball,1,852
560,n01874434,a photo of a marsupial.,marsupial,0,99999
561,n01915811,a photo of a coral.,coral,0,99999
562,n04350905,a photo of a suit.,suit,1,834
563,n03110669,a photo of a horn or trumpet.,horn or trumpet,1,513
564,n13133613,a photo of a ear of corn.,ear of corn,1,998
565,n03220513,a photo of a dome.,dome,1,538
566,n02992211,a photo of a cello.,cello,1,486
567,n01480516,a photo of a cartilaginous fish.,cartilaginous fish,0,99999
568,n04525305,a photo of a vending machine.,vending machine,1,886
569,n04417672,a photo of a thatched roof.,thatched roof,1,853
570,n03297495,a photo of a espresso maker.,espresso maker,1,550
571,n04464852,a photo of a tracked vehicle.,tracked vehicle,0,99999
572,n01872401,a photo of a echidna or spiny anteater.,echidna or spiny anteater,1,102
573,n04230808,a photo of a skirt.,skirt,0,99999
574,n03441112,a photo of a glove.,glove,0,99999
575,n03627232,a photo of a knot.,knot,1,616
576,n04023962,a photo of a punching bag.,punching bag,1,747
577,n04243546,a photo of a slot machine.,slot machine,1,800
578,n03394916,a photo of a French horn.,French horn,1,566
579,n03018349,a photo of a china cabinet.,china cabinet,1,495
580,n01833805,a photo of a hummingbird.,hummingbird,1,94
581,n01529672,a photo of a finch.,finch,0,99999
582,n09332890,a photo of a lakeside.,lakeside,1,975
583,n02877962,a photo of a bottle opener.,bottle opener,0,99999
584,n04311004,a photo of a steel arch bridge.,steel arch bridge,1,821
585,n02821943,a photo of a bedroom furniture.,bedroom furniture,0,99999
586,n04459362,a photo of a towel.,towel,0,99999
587,n03498962,a photo of a hatchet.,hatchet,1,596
588,dummy20,a photo of a mushroom.,mushroom,0,99999
589,n04487394,a photo of a trombone.,trombone,1,875
590,n03706229,a photo of a magnetic compass.,magnetic compass,1,635
591,n07768694,a photo of a pomegranate.,pomegranate,1,957
592,n03454707,a photo of a grate.,grate,0,99999
593,n04523525,a photo of a vault.,vault,1,884
594,n04192698,a photo of a shield.,shield,1,787
595,n04435653,a photo of a tile roof.,tile roof,1,858
596,n03495258,a photo of a harp.,harp,1,594
597,n02130308,a photo of a cheetah.,cheetah,1,293
598,n03976467,a photo of a Polaroid camera.,Polaroid camera,1,732
599,n07715721,a photo of a summer squash.,summer squash,0,99999
600,n04379243,a photo of a table.,table,0,99999
601,n02862048,a photo of a body armor.,body armor,0,99999
602,n03763968,a photo of a military uniform.,military uniform,1,652
603,n03584254,a photo of a iPod.,iPod,1,605
604,n02814860,a photo of a beacon or lighthouse.,beacon or lighthouse,1,437
605,n04370048,a photo of a sweater.,sweater,0,99999
606,n07753113,a photo of a fig.,fig,1,952
607,n03043958,a photo of a clip.,clip,0,99999
608,n02804610,a photo of a bassoon.,bassoon,1,432
609,n04486054,a photo of a triumphal arch.,triumphal arch,1,873
610,n02954340,a photo of a cap.,cap,0,99999
611,n07754684,a photo of a jackfruit.,jackfruit,1,955
612,n15075141,a photo of a toilet paper.,toilet paper,1,999
613,n03196324,a photo of a digital computer.,digital computer,0,99999
614,n01514668,a photo of a rooster.,rooster,1,7
615,n04366367,a photo of a suspension bridge.,suspension bridge,1,839
616,n03540267,a photo of a hosiery.,hosiery,0,99999
617,n01844917,a photo of a aquatic bird.,aquatic bird,0,99999
618,n04097866,a photo of a robe.,robe,0,99999
619,n02892201,a photo of a brass memorial plaque structure.,brass memorial plaque structure,1,458
620,n02514825,a photo of a bony fish.,bony fish,0,99999
621,n03825080,a photo of a nightwear (sleepwear).,nightwear (sleepwear),0,99999
622,n01558993,a photo of a American robin.,American robin,1,15
623,n03637318,a photo of a lampshade.,lampshade,1,619
624,n06794110,a photo of a street sign.,street sign,1,919
625,n01534433,a photo of a junco or snowbird.,junco or snowbird,1,13
626,n01816887,a photo of a parrot.,parrot,0,99999
627,n04380533,a photo of a table lamp.,table lamp,1,846
628,n03017168,a photo of a chime.,chime,1,494
629,n03840681,a photo of a ocarina.,ocarina,1,684
630,n02939185,a photo of a cooking cauldron.,cooking cauldron,1,469
631,n04355933,a photo of a sunglasses.,sunglasses,1,836
632,n09193705,a photo of a alp.,alp,1,970
633,n03327234,a photo of a fence.,fence,0,99999
634,n02507649,a photo of a procyonid.,procyonid,0,99999
635,n01601694,a photo of a American dipper.,American dipper,1,20
636,n03372029,a photo of a flute.,flute,1,558
637,n09472597,a photo of a volcano.,volcano,1,980
638,n03047690,a photo of a clog.,clog,1,502
639,dummy30,a photo of a cycles.,cycles,0,99999
640,n04548280,a photo of a wall clock.,wall clock,1,892
641,n04118776,a photo of a ruler measuring stick.,ruler measuring stick,1,769
642,n02129604,a photo of a tiger.,tiger,1,292
643,n02441326,a photo of a musteline mammal.,musteline mammal,0,99999
644,n04398044,a photo of a teapot.,teapot,1,849
645,n03196217,a photo of a digital clock.,digital clock,1,530
646,n03133878,a photo of a Crock Pot.,Crock Pot,1,521
647,n01530575,a photo of a brambling.,brambling,1,10
648,n04462240,a photo of a toyshop.,toyshop,1,865
649,n04489008,a photo of a trouser (pant).,trouser (pant),0,99999
650,n01871265,a photo of a tusker.,tusker,1,101
651,n03134739,a photo of a croquet ball.,croquet ball,1,522
652,n03188531,a photo of a diaper (nappy).,diaper (nappy),1,529
653,n03788195,a photo of a mosque.,mosque,1,668
654,n07753275,a photo of a pineapple.,pineapple,1,953
655,n09428293,a photo of a seashore.,seashore,1,978
656,n04596742,a photo of a wok.,wok,1,909
657,n03041632,a photo of a meat cleaver.,meat cleaver,1,499
658,n03424325,a photo of a gasmask.,gasmask,1,570
659,n02329401,a photo of a rodent.,rodent,0,99999
660,n02970849,a photo of a cart.,cart,0,99999
661,n02456962,a photo of a tree sloth.,tree sloth,0,99999
662,n02859443,a photo of a boathouse.,boathouse,1,449
663,n02992529,a photo of a cellular telephone.,cellular telephone,1,487
664,n06874185,a photo of a traffic light or traffic signal.,traffic light or traffic signal,1,920
665,n12985857,a photo of a coral fungus.,coral fungus,1,991
666,n02708093,a photo of a analog clock.,analog clock,1,409
667,n02910353,a photo of a buckle.,buckle,1,464
668,n02128385,a photo of a leopard.,leopard,1,288
669,n12267677,a photo of a acorn.,acorn,1,988
670,n02370806,a photo of a hoofed mammal.,hoofed mammal,0,99999
671,n02552171,a photo of a spiny-finned fish.,spiny-finned fish,0,99999
672,n02692877,a photo of a airship.,airship,1,405
673,n02643566,a photo of a lionfish.,lionfish,1,396
674,n01495701,a photo of a ray.,ray,0,99999
675,n01818515,a photo of a macaw.,macaw,1,88
676,n02355003,a photo of a swine.,swine,0,99999
677,n02807133,a photo of a bathing cap or swimming cap.,bathing cap or swimming cap,1,433
678,n02319095,a photo of a sea urchin.,sea urchin,1,328
679,n02701002,a photo of a ambulance.,ambulance,1,407
680,n03680355,a photo of a Loafer.,Loafer,1,630
681,n02138441,a photo of a meerkat.,meerkat,1,299
682,n02374451,a photo of a horse.,horse,0,99999
683,n01749582,a photo of a mamba.,mamba,0,99999
684,n02470325,a photo of a ape.,ape,0,99999
685,n03485407,a photo of a hand-held computer.,hand-held computer,1,590
686,n01881171,a photo of a phalanger.,phalanger,0,99999
687,n03929855,a photo of a pickelhaube.,pickelhaube,1,715
688,n02342885,a photo of a hamster.,hamster,1,333
689,n02325366,a photo of a cottontail wood rabbit.,cottontail wood rabbit,1,330
690,n04346328,a photo of a stupa.,stupa,1,832
691,n02437616,a photo of a llama.,llama,1,355
692,n01582220,a photo of a magpie.,magpie,1,18
693,n03452741,a photo of a grand piano.,grand piano,1,579
694,n04259630,a photo of a sombrero.,sombrero,1,808
695,n03887697,a photo of a paper towel.,paper towel,1,700
696,n03787032,a photo of a mortarboard.,mortarboard,1,667
697,n04049405,a photo of a raincoat.,raincoat,0,99999
698,n02363005,a photo of a beaver.,beaver,1,337
699,n03127747,a photo of a crash helmet.,crash helmet,1,518
700,n01632458,a photo of a spotted salamander.,spotted salamander,1,28
701,n01693334,a photo of a green alligator lizard.,green alligator lizard,1,46
702,n03124170,a photo of a cowboy hat.,cowboy hat,1,515
703,n03450230,a photo of a gown.,gown,1,578
704,n01622779,a photo of a great grey owl.,great grey owl,1,24
705,n02443114,a photo of a European polecat.,European polecat,1,358
706,n07875152,a photo of a potpie.,potpie,1,964
707,n07717410,a photo of a acorn squash.,acorn squash,1,941
708,n07891726,a photo of a wine.,wine,0,99999
709,n01663401,a photo of a sea turtle.,sea turtle,0,99999
710,n02834397,a photo of a bib.,bib,1,443
711,n02858304,a photo of a boat.,boat,0,99999
712,n01820546,a photo of a lorikeet.,lorikeet,1,90
713,n02837789,a photo of a bikini.,bikini,1,445
714,n02916936,a photo of a bulletproof vest.,bulletproof vest,1,465
715,n03896233,a photo of a passenger train.,passenger train,0,99999
716,n02669723,a photo of a academic gown.,academic gown,1,400
717,n03770439,a photo of a miniskirt.,miniskirt,1,655
718,n03347037,a photo of a fire screen.,fire screen,1,556
719,n04335435,a photo of a streetcar.,streetcar,1,829
720,n03534580,a photo of a hoopskirt.,hoopskirt,1,601
721,n02676566,a photo of a acoustic guitar.,acoustic guitar,1,402
722,n01698434,a photo of a alligator.,alligator,0,99999
723,n04552348,a photo of a warplane.,warplane,1,895
724,n01751748,a photo of a sea snake.,sea snake,1,65
725,n03124043,a photo of a cowboy boot.,cowboy boot,1,514
726,n03930313,a photo of a picket fence.,picket fence,1,716
727,n01806567,a photo of a quail.,quail,1,85
728,n02137549,a photo of a mongoose.,mongoose,1,298
729,n01924916,a photo of a flatworm.,flatworm,1,110
730,n01819313,a photo of a sulphur-crested cockatoo.,sulphur-crested cockatoo,1,89
731,n01616318,a photo of a vulture.,vulture,1,23
732,n03179701,a photo of a desk.,desk,1,526
733,n07930554,a photo of a punch drink.,punch drink,0,99999
734,n03617480,a photo of a kimono.,kimono,1,614
735,n04254777,a photo of a sock.,sock,1,806
736,n01877134,a photo of a kangaroo.,kangaroo,0,99999
737,n02017213,a photo of a common European gallinule.,common European gallinule,1,136
738,n03045698,a photo of a cloak.,cloak,1,501
739,n01950731,a photo of a sea slug.,sea slug,1,115
740,n03590841,a photo of a carved pumpkin.,carved pumpkin,1,607
741,n07716358,a photo of a zucchini.,zucchini,1,939
742,n02814533,a photo of a beach wagon.,beach wagon,1,436
743,n02117135,a photo of a hyena.,hyena,1,276
744,n02364673,a photo of a guinea pig.,guinea pig,1,338
745,n03980874,a photo of a poncho.,poncho,1,735
746,n01693783,a photo of a chameleon.,chameleon,0,99999
747,n02159955,a photo of a insect.,insect,0,99999
748,n03714235,a photo of a makeup.,makeup,0,99999
749,n02076196,a photo of a seal.,seal,0,99999
750,n02817516,a photo of a military hat (bearskin or shako).,military hat (bearskin or shako),1,439
751,n04194289,a photo of a ship.,ship,0,99999
752,n03001627,a photo of a chair.,chair,0,99999
753,n03404251,a photo of a fur coat.,fur coat,1,568
754,n13052670,a photo of a hen-of-the-woods mushroom.,hen-of-the-woods mushroom,1,996
755,n03538406,a photo of a horse cart.,horse cart,1,603
756,n02114855,a photo of a coyote prairie wolf.,coyote prairie wolf,1,272
757,n04136333,a photo of a sarong.,sarong,1,775
758,n03379051,a photo of a football helmet.,football helmet,1,560
759,n02834778,a photo of a bicycle.,bicycle,0,99999
760,n01945685,a photo of a slug.,slug,1,114
761,n01689811,a photo of a alligator lizard.,alligator lizard,1,44
762,n01817953,a photo of a African grey parrot.,African grey parrot,1,87
763,n02534734,a photo of a salmon.,salmon,0,99999
764,n01629819,a photo of a fire salamander.,fire salamander,1,25
765,n04501370,a photo of a turnstile.,turnstile,1,877
766,n03877472,a photo of a pajamas or pyjamas.,pajamas or pyjamas,1,697
767,n02361337,a photo of a marmot.,marmot,1,336
768,n03788365,a photo of a mosquito net.,mosquito net,1,669
769,n02437136,a photo of a camel.,camel,0,99999
770,n01944390,a photo of a snail.,snail,1,113
771,n02317335,a photo of a starfish.,starfish,1,327
772,n01704323,a photo of a triceratops.,triceratops,1,51
773,n02963159,a photo of a cardigan.,cardigan,1,474
774,n04347754,a photo of a submarine.,submarine,1,833
775,n02134084,a photo of a polar bear.,polar bear,1,296
776,n02514041,a photo of a barracouta (snoek) fish.,barracouta (snoek) fish,1,389
777,n01632777,a photo of a axolotl.,axolotl,1,29
778,n07681926,a photo of a cracker.,cracker,0,99999
779,n03692522,a photo of a jeweler's loupe.,jeweler's loupe,1,633
780,n02321529,a photo of a sea cucumber.,sea cucumber,1,329
781,n03109150,a photo of a corkscrew.,corkscrew,1,512
782,n02484322,a photo of a monkey.,monkey,0,99999
783,n02132136,a photo of a brown bear.,brown bear,1,294
784,n02749479,a photo of a assault rifle.,assault rifle,1,413
785,n03201208,a photo of a dining table.,dining table,1,532
786,n01630284,a photo of a newt.,newt,0,99999
787,n01752165,a photo of a viper.,viper,0,99999
788,n13054560,a photo of a bolete mushroom.,bolete mushroom,1,997
789,n03630383,a photo of a lab coat.,lab coat,1,617
790,n03594734,a photo of a jeans (denim).,jeans (denim),1,608
791,n02667093,a photo of a abaya.,abaya,1,399
792,n03790512,a photo of a motorcycle.,motorcycle,0,99999
793,n02443484,a photo of a black-footed ferret.,black-footed ferret,1,359
794,n03496892,a photo of a combine harvester.,combine harvester,1,595
795,n02401031,a photo of a bovid.,bovid,0,99999
796,n02680110,a photo of a adhesive bandage.,adhesive bandage,0,99999
797,n04490091,a photo of a truck.,truck,0,99999
798,n04201297,a photo of a shoji screen or room divider.,shoji screen or room divider,1,789
799,n03459775,a photo of a radiator grille.,radiator grille,1,581
800,n04434932,a photo of a tights.,tights,0,99999
801,n02860847,a photo of a bobsled.,bobsled,1,450
802,n01955084,a photo of a chiton.,chiton,1,116
803,n01644900,a photo of a tailed frog or bell toad.,tailed frog or bell toad,1,32
804,n01674990,a photo of a gecko.,gecko,0,99999
805,n02808304,a photo of a bath towel.,bath towel,1,434
806,n04447861,a photo of a toilet seat.,toilet seat,1,861
807,n01532829,a photo of a house finch.,house finch,1,12
808,n01943899,a photo of a conch.,conch,1,112
809,n01974773,a photo of a crustacean.,crustacean,0,99999
810,n02133161,a photo of a American black bear.,American black bear,1,295
811,n01697178,a photo of a crocodile.,crocodile,0,99999
812,n04133789,a photo of a sandal.,sandal,1,774
813,n04143897,a photo of a scarf.,scarf,0,99999
814,n03684823,a photo of a locomotive.,locomotive,0,99999
815,n04418357,a photo of a theater or front curtain.,theater or front curtain,1,854
816,n01807496,a photo of a partridge.,partridge,1,86
817,n07695965,a photo of a sandwich.,sandwich,0,99999
818,n02134418,a photo of a sloth bear.,sloth bear,1,297
819,n03000134,a photo of a chain-link fence.,chain-link fence,1,489
820,n02782093,a photo of a balloon.,balloon,1,417
821,n03868242,a photo of a oxcart.,oxcart,1,690
822,n01930112,a photo of a nematode worm.,nematode worm,1,111
823,n01753488,a photo of a Saharan horned viper.,Saharan horned viper,1,66
824,n04326547,a photo of a stone wall.,stone wall,1,825
825,n02084071,a photo of a dog.,dog,0,99999
826,n07836838,a photo of a chocolate sauce.,chocolate sauce,1,960
827,n01428580,a photo of a soft-finned fish.,soft-finned fish,0,99999
828,n04482393,a photo of a tricycle.,tricycle,1,870
829,n02895154,a photo of a breastplate.,breastplate,1,461
830,n02959942,a photo of a car.,car,0,99999
831,n02114367,a photo of a timber grey wolf.,timber grey wolf,1,269
832,n07583197,a photo of a soup.,soup,0,99999
833,n03832673,a photo of a notebook computer.,notebook computer,1,681
834,n07683786,a photo of a loaf of bread.,loaf of bread,0,99999
835,n04389033,a photo of a tank.,tank,1,847
836,n02121620,a photo of a cat.,cat,0,99999
837,n03478589,a photo of a half track.,half track,1,586
838,n01482330,a photo of a shark.,shark,0,99999
839,n01694709,a photo of a monitor lizard.,monitor lizard,0,99999
840,n02073250,a photo of a sea cow.,sea cow,0,99999
841,n01845132,a photo of a water bird.,water bird,0,99999
842,n02818832,a photo of a bed.,bed,0,99999
843,n03775071,a photo of a mitten.,mitten,1,658
844,n04589890,a photo of a window screen.,window screen,1,904
845,n03223299,a photo of a doormat.,doormat,1,539
846,n02346627,a photo of a porcupine.,porcupine,1,334
847,n02457408,a photo of a three-toed sloth.,three-toed sloth,1,364
848,n07612996,a photo of a pudding.,pudding,0,99999
849,n03982430,a photo of a pool table.,pool table,1,736
850,n01667114,a photo of a mud turtle.,mud turtle,1,35
851,n04120489,a photo of a running shoe.,running shoe,1,770
852,n03916031,a photo of a perfume.,perfume,1,711
853,n02892767,a photo of a bra.,bra,1,459
854,n01608432,a photo of a kite bird.,kite bird,1,21
855,n01644373,a photo of a tree frog.,tree frog,1,31
856,n01537544,a photo of a indigo bunting bird.,indigo bunting bird,1,14
857,n03476684,a photo of a hair slide.,hair slide,1,584
858,n04584207,a photo of a wig.,wig,1,903
859,n02114548,a photo of a Arctic white wolf.,Arctic white wolf,1,270
860,n01560419,a photo of a bulbul.,bulbul,1,16
861,n01769347,a photo of a arachnid.,arachnid,0,99999
862,n02391049,a photo of a zebra.,zebra,1,340
863,n02869837,a photo of a poke bonnet.,poke bonnet,1,452
864,n02958343,a photo of a car.,car,0,99999
865,n02000954,a photo of a wading bird.,wading bird,0,99999
866,n02118333,a photo of a fox.,fox,0,99999
867,n07611358,a photo of a frozen dessert.,frozen dessert,0,99999
868,n01727646,a photo of a colubrid snake.,colubrid snake,0,99999
869,n01795088,a photo of a grouse bird.,grouse bird,0,99999
870,n04252077,a photo of a snowmobile.,snowmobile,1,802
871,n07920052,a photo of a espresso.,espresso,1,967
872,n01667778,a photo of a terrapin.,terrapin,1,36
873,n02924116,a photo of a bus.,bus,0,99999
874,n07880968,a photo of a burrito.,burrito,1,965
875,n04209239,a photo of a shower curtain.,shower curtain,1,794
876,n03000247,a photo of a chain mail.,chain mail,1,490
877,n02766320,a photo of a baby bed.,baby bed,0,99999
878,n04266014,a photo of a space shuttle.,space shuttle,1,812
879,n02504013,a photo of a Indian elephant.,Indian elephant,1,385
880,n02442845,a photo of a mink.,mink,1,357
881,n03208938,a photo of a disk brake.,disk brake,1,535
882,n04515003,a photo of a upright piano.,upright piano,1,881
883,n01580077,a photo of a jay.,jay,1,17
884,n02037110,a photo of a oystercatcher.,oystercatcher,1,143
885,n01968897,a photo of a chambered nautilus.,chambered nautilus,1,117
886,n02021795,a photo of a sea bird.,sea bird,0,99999
887,n01784675,a photo of a centipede.,centipede,1,79
888,n02691156,a photo of a airplane.,airplane,0,99999
889,n03599486,a photo of a jinrikisha.,jinrikisha,1,612
890,n02441942,a photo of a weasel.,weasel,1,356
891,n03642806,a photo of a laptop.,laptop,1,620
892,n02447366,a photo of a badger.,badger,1,362
893,n02114712,a photo of a red maned wolf.,red maned wolf,1,271
894,n01676755,a photo of a iguanid lizard.,iguanid lizard,0,99999
895,n04371430,a photo of a swimming trunks.,swimming trunks,1,842
896,n01883070,a photo of a wombat.,wombat,1,106
897,n04086273,a photo of a revolver.,revolver,1,763
898,n07588947,a photo of a stew.,stew,0,99999
899,n04532106,a photo of a vestment.,vestment,1,887
900,n03866082,a photo of a overskirt.,overskirt,1,689
901,n07871810,a photo of a meat loaf.,meat loaf,1,962
902,n04509417,a photo of a unicycle.,unicycle,1,880
903,n03595614,a photo of a T-shirt.,T-shirt,1,610
904,n03484083,a photo of a handcart.,handcart,0,99999
905,n02355227,a photo of a squirrel.,squirrel,0,99999
906,n02496913,a photo of a lemur.,lemur,0,99999
907,n01640846,a photo of a true frog.,true frog,0,99999
908,n02510455,a photo of a giant panda bear.,giant panda bear,1,388
909,n02887209,a photo of a brace.,brace,0,99999
910,n07680932,a photo of a bun or roll.,bun or roll,0,99999
911,n12998815,a photo of a agaric mushroom.,agaric mushroom,1,992
912,n03146219,a photo of a cuirass.,cuirass,1,524
913,n02444819,a photo of a otter.,otter,1,360
914,n07717556,a photo of a butternut squash.,butternut squash,1,942
915,n04428191,a photo of a threshing machine.,threshing machine,1,856
916,n04323819,a photo of a stocking.,stocking,0,99999
917,n12056217,a photo of a lady's slipper orchid.,lady's slipper orchid,0,99999
918,n04046974,a photo of a rail fence.,rail fence,0,99999
919,n07873807,a photo of a pizza.,pizza,1,963
920,n03597469,a photo of a jewelry.,jewelry,0,99999
921,n07838233,a photo of a spaghetti sauce.,spaghetti sauce,0,99999
922,n02504458,a photo of a African bush elephant.,African bush elephant,1,386
923,n04239074,a photo of a sliding door.,sliding door,1,799
924,n03128519,a photo of a cream or ointment.,cream or ointment,0,99999
925,n03710721,a photo of a maillot.,maillot,1,639
926,n02704792,a photo of a amphibious vehicle.,amphibious vehicle,1,408
927,n04209133,a photo of a shower cap.,shower cap,1,793
928,n01692333,a photo of a Gila monster.,Gila monster,1,45
929,n03476991,a photo of a hair spray.,hair spray,1,585
930,n01747885,a photo of a cobra.,cobra,0,99999
931,n03180011,a photo of a desktop computer.,desktop computer,1,527
932,n04590129,a photo of a window shade.,window shade,1,905
933,n01917289,a photo of a brain coral.,brain coral,1,109
934,n01824575,a photo of a coucal.,coucal,1,91
935,n01685439,a photo of a teiid lizard.,teiid lizard,0,99999
936,n01687665,a photo of a agamid lizard.,agamid lizard,0,99999
937,n03218198,a photo of a dogsled.,dogsled,1,537
938,n01741562,a photo of a constrictor.,constrictor,0,99999
939,n04256520,a photo of a sofa.,sofa,0,99999
940,n03884397,a photo of a panpipe.,panpipe,1,699
941,n01806143,a photo of a peafowl.,peafowl,1,84
942,n02398521,a photo of a hippopotamus.,hippopotamus,1,344
943,n01860187,a photo of a black swan.,black swan,1,100
944,n04021028,a photo of a pullover.,pullover,0,99999
945,n07716906,a photo of a spaghetti squash.,spaghetti squash,1,940
946,n01768244,a photo of a trilobite.,trilobite,1,69
947,n02445715,a photo of a skunk.,skunk,1,361
948,n03272010,a photo of a electric guitar.,electric guitar,1,546
949,n02062744,a photo of a whale.,whale,0,99999
950,n02509815,a photo of a lesser red panda.,lesser red panda,1,387
951,n07583066,a photo of a guacamole.,guacamole,1,924
952,n07711569,a photo of a mashed potato.,mashed potato,1,935
953,n02115335,a photo of a wild dog.,wild dog,0,99999
954,n01614925,a photo of a bald eagle.,bald eagle,1,22
955,n01669191,a photo of a box turtle.,box turtle,1,37
956,n02328150,a photo of a Angora rabbit.,Angora rabbit,1,332
957,n03998194,a photo of a prayer rug or mat.,prayer rug or mat,1,741
958,n03815615,a photo of a necktie.,necktie,0,99999
959,n02264363,a photo of a lacewing fly.,lacewing fly,1,318
960,n03345487,a photo of a fire engine.,fire engine,1,555
961,n02105251,a photo of a Briard Berger de Brie French dog.,Briard Berger de Brie French dog,1,226
962,n07614500,a photo of a ice cream.,ice cream,1,928
963,n02233338,a photo of a cockroach.,cockroach,1,314
964,n02110185,a photo of a Siberian husky dog.,Siberian husky dog,1,250
965,n01753959,a photo of a pit viper.,pit viper,0,99999
966,n02102605,a photo of a water spaniel.,water spaniel,0,99999
967,n01742172,a photo of a boa constrictor.,boa constrictor,1,61
968,n02236044,a photo of a mantis.,mantis,1,315
969,n02096585,a photo of a Boston bull Terrier.,Boston bull Terrier,1,195
970,n02120079,a photo of a Arctic white fox.,Arctic white fox,1,279
971,n02074367,a photo of a dugong.,dugong,1,149
972,n02094433,a photo of a Yorkshire Terrier.,Yorkshire Terrier,1,187
973,n02492660,a photo of a howler monkey.,howler monkey,1,379
974,n02107908,a photo of a Appenzeller Sennenhund.,Appenzeller Sennenhund,1,240
975,n02097658,a photo of a Sydney silky Terrier.,Sydney silky Terrier,1,201
976,n07695742,a photo of a pretzel.,pretzel,1,932
977,n03125729,a photo of a cradle.,cradle,1,516
978,n02490219,a photo of a marmoset monkey.,marmoset monkey,1,377
979,n02493509,a photo of a titi monkey.,titi monkey,1,380
980,n02410509,a photo of a bison.,bison,1,347
981,n01882714,a photo of a koala.,koala,1,105
982,n03895866,a photo of a passenger car.,passenger car,1,705
983,n02091467,a photo of a Norwegian elkhound.,Norwegian elkhound,1,174
984,n01749939,a photo of a green mamba.,green mamba,1,64
985,n02090622,a photo of a borzoi Russian hunting Wolfhound.,borzoi Russian hunting Wolfhound,1,169
986,n02093754,a photo of a Border Terrier.,Border Terrier,1,182
987,n02002075,a photo of a stork.,stork,0,99999
988,n02018795,a photo of a bustard.,bustard,1,138
989,n02101006,a photo of a Gordon setter.,Gordon setter,1,214
990,n02097298,a photo of a Scottish Terrier.,Scottish Terrier,1,199
991,n02804414,a photo of a bassinet.,bassinet,1,431
992,n03002210,a photo of a chair of state.,chair of state,0,99999
993,n02091831,a photo of a Saluki.,Saluki,1,176
994,n02093859,a photo of a Kerry blue Terrier.,Kerry blue Terrier,1,183
995,n04325704,a photo of a stole.,stole,1,824
996,n02109961,a photo of a Eskimo husky dog.,Eskimo husky dog,1,248
997,n02087394,a photo of a Rhodesian ridgeback.,Rhodesian ridgeback,1,159
998,n02093991,a photo of a Irish Terrier.,Irish Terrier,1,184
999,n02111277,a photo of a Newfoundland dog.,Newfoundland dog,1,256
1000,n02115913,a photo of a dhole dog.,dhole dog,1,274
